Epoch,Batch,Loss,Valid Samples,Learning Rate,Key-Value Pair Counts
1,10,2.2943,6 pairs: 36 images; 5 pairs: 33 images; 4 pairs: 46 images; 3 pairs: 7 images; 2 pairs: 4 images; 1 pairs: 1 images; 0 pairs: 1 images;
1,20,2.2713,6 pairs: 22 images; 5 pairs: 17 images; 4 pairs: 69 images; 3 pairs: 13 images; 2 pairs: 5 images; 1 pairs: 2 images;
1,30,2.2705,7 pairs: 1 images; 6 pairs: 21 images; 5 pairs: 26 images; 4 pairs: 65 images; 3 pairs: 13 images; 2 pairs: 1 images; 1 pairs: 1 images;
1,40,2.2379,7 pairs: 3 images; 6 pairs: 37 images; 5 pairs: 12 images; 4 pairs: 58 images; 3 pairs: 14 images; 2 pairs: 4 images;
1,50,2.2437,8 pairs: 1 images; 7 pairs: 3 images; 6 pairs: 34 images; 5 pairs: 11 images; 4 pairs: 61 images; 3 pairs: 12 images; 2 pairs: 6 images;
1,60,2.2387,8 pairs: 1 images; 7 pairs: 3 images; 6 pairs: 33 images; 5 pairs: 18 images; 4 pairs: 56 images; 3 pairs: 14 images; 2 pairs: 3 images;
1,70,2.2426,7 pairs: 6 images; 6 pairs: 41 images; 5 pairs: 16 images; 4 pairs: 49 images; 3 pairs: 11 images; 2 pairs: 5 images;
1,80,2.2249,8 pairs: 1 images; 6 pairs: 36 images; 5 pairs: 14 images; 4 pairs: 54 images; 3 pairs: 15 images; 2 pairs: 8 images;
1,90,2.1927,8 pairs: 2 images; 7 pairs: 4 images; 6 pairs: 36 images; 5 pairs: 4 images; 4 pairs: 58 images; 3 pairs: 10 images; 2 pairs: 13 images; 1 pairs: 1 images;
1,100,2.1745,8 pairs: 5 images; 7 pairs: 8 images; 6 pairs: 30 images; 5 pairs: 10 images; 4 pairs: 47 images; 3 pairs: 13 images; 2 pairs: 14 images; 1 pairs: 1 images;
1,110,2.2063,10 pairs: 1 images; 7 pairs: 3 images; 6 pairs: 31 images; 5 pairs: 14 images; 4 pairs: 57 images; 3 pairs: 11 images; 2 pairs: 10 images; 1 pairs: 1 images;
1,120,2.1802,9 pairs: 1 images; 8 pairs: 5 images; 7 pairs: 5 images; 6 pairs: 29 images; 5 pairs: 19 images; 4 pairs: 46 images; 3 pairs: 8 images; 2 pairs: 14 images; 0 pairs: 1 images;
1,130,2.1869,10 pairs: 1 images; 8 pairs: 5 images; 7 pairs: 2 images; 6 pairs: 36 images; 5 pairs: 7 images; 4 pairs: 54 images; 3 pairs: 10 images; 2 pairs: 13 images;
1,140,2.1488,8 pairs: 4 images; 7 pairs: 5 images; 6 pairs: 30 images; 5 pairs: 15 images; 4 pairs: 50 images; 3 pairs: 9 images; 2 pairs: 15 images;
1,150,2.1754,8 pairs: 2 images; 7 pairs: 3 images; 6 pairs: 29 images; 5 pairs: 7 images; 4 pairs: 71 images; 3 pairs: 6 images; 2 pairs: 10 images;
1,160,2.1871,10 pairs: 1 images; 8 pairs: 5 images; 7 pairs: 7 images; 6 pairs: 33 images; 5 pairs: 11 images; 4 pairs: 53 images; 3 pairs: 7 images; 2 pairs: 11 images;
1,170,2.1625,9 pairs: 2 images; 8 pairs: 3 images; 7 pairs: 4 images; 6 pairs: 29 images; 5 pairs: 13 images; 4 pairs: 59 images; 3 pairs: 7 images; 2 pairs: 11 images;
1,180,2.1469,9 pairs: 2 images; 8 pairs: 8 images; 7 pairs: 7 images; 6 pairs: 22 images; 5 pairs: 9 images; 4 pairs: 58 images; 3 pairs: 5 images; 2 pairs: 15 images; 1 pairs: 2 images;
1,190,2.1505,8 pairs: 1 images; 7 pairs: 4 images; 6 pairs: 31 images; 5 pairs: 11 images; 4 pairs: 54 images; 3 pairs: 10 images; 2 pairs: 17 images;
1,200,2.1488,10 pairs: 1 images; 9 pairs: 2 images; 8 pairs: 3 images; 7 pairs: 8 images; 6 pairs: 37 images; 5 pairs: 7 images; 4 pairs: 42 images; 3 pairs: 6 images; 2 pairs: 18 images; 1 pairs: 1 images; 0 pairs: 3 images;
