Epoch,Batch,Loss,Valid Samples,Learning Rate,Key-Value Pair Counts
1,10,2.2454,10 pairs: 128 images;
1,20,2.2505,10 pairs: 128 images;
1,30,2.2216,10 pairs: 128 images;
1,40,2.1954,10 pairs: 128 images;
1,50,2.1878,10 pairs: 128 images;
1,60,2.2475,10 pairs: 128 images;
1,70,2.1545,10 pairs: 128 images;
1,80,2.1638,10 pairs: 128 images;
1,90,2.1105,10 pairs: 128 images;
1,100,2.0977,10 pairs: 128 images;
1,110,2.1171,10 pairs: 128 images;
1,120,2.0814,10 pairs: 128 images;
1,130,2.1169,10 pairs: 128 images;
1,140,2.0314,10 pairs: 128 images;
1,150,2.1060,10 pairs: 128 images;
1,160,2.0926,10 pairs: 128 images;
1,170,2.0756,10 pairs: 128 images;
1,180,2.0772,10 pairs: 128 images;
1,190,2.0303,10 pairs: 128 images;
1,200,2.0193,10 pairs: 128 images;
1,210,2.0636,10 pairs: 128 images;
1,220,2.0029,10 pairs: 128 images;
1,230,1.9446,10 pairs: 128 images;
1,240,2.0068,10 pairs: 128 images;
1,250,2.0481,10 pairs: 128 images;
1,260,1.9632,10 pairs: 128 images;
1,270,1.9580,10 pairs: 128 images;
1,280,1.9886,10 pairs: 128 images;
1,290,1.9220,10 pairs: 128 images;
1,300,1.9370,10 pairs: 128 images;
1,310,1.8708,10 pairs: 128 images;
1,320,1.9313,10 pairs: 128 images;
1,330,1.9849,10 pairs: 128 images;
1,340,1.9220,10 pairs: 128 images;
1,350,1.9306,10 pairs: 128 images;
1,360,2.0180,10 pairs: 128 images;
1,370,1.8569,10 pairs: 128 images;
1,380,2.0171,10 pairs: 128 images;
1,390,1.9962,10 pairs: 128 images;
2,10,1.8309,10 pairs: 128 images;
2,20,1.9496,10 pairs: 128 images;
2,30,1.9530,10 pairs: 128 images;
2,40,1.9715,10 pairs: 128 images;
2,50,2.0135,10 pairs: 128 images;
2,60,1.9445,10 pairs: 128 images;
2,70,1.9575,10 pairs: 128 images;
2,80,2.0342,10 pairs: 128 images;
2,90,1.8949,10 pairs: 128 images;
2,100,1.8926,10 pairs: 128 images;
2,110,1.8860,10 pairs: 128 images;
2,120,1.8767,10 pairs: 128 images;
2,130,1.9650,10 pairs: 128 images;
2,140,1.9324,10 pairs: 128 images;
2,150,1.8598,10 pairs: 128 images;
2,160,1.9538,10 pairs: 128 images;
2,170,1.9025,10 pairs: 128 images;
2,180,1.9487,10 pairs: 128 images;
2,190,1.8356,10 pairs: 128 images;
2,200,1.9234,10 pairs: 128 images;
2,210,1.9222,10 pairs: 128 images;
2,220,1.9001,10 pairs: 128 images;
2,230,1.9172,10 pairs: 128 images;
2,240,1.8808,10 pairs: 128 images;
2,250,1.9332,10 pairs: 128 images;
2,260,1.8294,10 pairs: 128 images;
2,270,1.8467,10 pairs: 128 images;
2,280,1.8154,10 pairs: 128 images;
2,290,1.8283,10 pairs: 128 images;
2,300,1.9329,10 pairs: 128 images;
2,310,1.8475,10 pairs: 128 images;
2,320,1.8803,10 pairs: 128 images;
2,330,1.9083,10 pairs: 128 images;
2,340,1.8594,10 pairs: 128 images;
2,350,1.8345,10 pairs: 128 images;
2,360,1.8690,10 pairs: 128 images;
2,370,1.9208,10 pairs: 128 images;
2,380,2.0076,10 pairs: 128 images;
2,390,1.7878,10 pairs: 128 images;
3,10,1.8703,10 pairs: 128 images;
3,20,1.8820,10 pairs: 128 images;
3,30,1.8306,10 pairs: 128 images;
3,40,1.8032,10 pairs: 128 images;
